国,空港,日付,割り当て可能時間帯（割り当て可能回数）
日本,福岡,11日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 4}]"
日本,福岡,12日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 6}]"
日本,福岡,13日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 5}]"
日本,福岡,14日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 5}]"
日本,福岡,15日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 7}]"
日本,福岡,16日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 7}]"
日本,福岡,17日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 4}]"
日本,福岡,18日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 8}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 4}]"
日本,福岡,19日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 4}]"
日本,福岡,20日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 8}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 5}]"
日本,福岡,21日,"[{""時間帯"": ""07:00 ~ 07:30"", ""割り当て可能回数"": 4}, {""時間帯"": ""07:30 ~ 08:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""08:00 ~ 08:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""08:30 ~ 09:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:00 ~ 09:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""09:30 ~ 10:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""10:00 ~ 10:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""10:30 ~ 11:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""11:00 ~ 11:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""11:30 ~ 12:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""12:00 ~ 12:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""12:30 ~ 13:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""13:00 ~ 13:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""13:30 ~ 14:00"", ""割り当て可能回数"": 5}, {""時間帯"": ""14:00 ~ 14:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""14:30 ~ 15:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""15:00 ~ 15:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""15:30 ~ 16:00"", ""割り当て可能回数"": 4}, {""時間帯"": ""16:00 ~ 16:30"", ""割り当て可能回数"": 7}, {""時間帯"": ""16:30 ~ 17:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""17:00 ~ 17:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""17:30 ~ 18:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:00 ~ 18:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""18:30 ~ 19:00"", ""割り当て可能回数"": 9}, {""時間帯"": ""19:00 ~ 19:30"", ""割り当て可能回数"": 9}, {""時間帯"": ""19:30 ~ 20:00"", ""割り当て可能回数"": 7}, {""時間帯"": ""20:00 ~ 20:30"", ""割り当て可能回数"": 5}, {""時間帯"": ""20:30 ~ 21:00"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:00 ~ 21:30"", ""割り当て可能回数"": 6}, {""時間帯"": ""21:30 ~ 22:00"", ""割り当て可能回数"": 5}]"
